OTU	D2.May15	D2.Jun15	D2.Jul15	D2.Aug15	D2.Oct15	D2.Nov15	D2.Jan16	D2.Feb16	D2.Mar16	D2.Apr16	D2.May16	D2.Jun16	D2.Jul16	D2.Aug16	D2.Oct16	D2.Nov16	D2.Dec16	D2.Jan17	D2.Feb17	D2.Mar17	D2.Apr17	D2.May17	D2.Jun17	D2.Jul17	D2.Aug17	D2.Sep17	D2.Nov17	D2.Dec17	D2.Jan18	D2.Feb18	D2.Mar18	D2.Apr18	D2.May18	D2.Jun18	D2.Aug18	D2.Nov18	D2.Dec18	D2.Jan19	D2.Feb19	D2.Apr19	D2.May19	D2.Jun19	D2.Jul19_STR	D2.Aug19	D2.Sep19	D2.Oct19	D2.Nov19	D2.Dec19	D2.Jan20	D2.Feb20	D2.Apr20	D2.May20	D2.Jun20	D2.Jul20	D2.Aug20	D2.Sep20	D2.Nov20	D2.Dec20	D2.Jan21	D2.Feb21	LUR20.Feb15	LUR20.Mar15	LUR20.Apr15	LUR20.May15	LUR20.Jun15	LUR20.Jul15	LUR20.Aug15	LUR20.Sep15	LUR20.Oct15	LUR20.Nov15	LUR20.Dec15	LUR20.Jan16	LUR20.Feb16	LUR20.Mar16	LUR20.Abr16	LUR20.May16	LUR20.Aug16	LUR20.Sep16	LUR20.Nov16	LUR20.Dec16	LUR20.Jan17	LUR20.Mar17	LUR20.Apr17	LUR20_May17	LUR20.Jun17	LUR20.Jul17	LUR20.Aug17	LUR20.Sep17	LUR20.Oct17	LUR20.Nov17	LUR20.Jan18	LUR20.Feb18	LUR20.Mar18	LUR20.Apr18	LUR20.May18	LUR20.Aug18	LUR20.Oct18	LUR20.Nov18	LUR20.Dec18	LUR20.Jan19	LUR20.Feb19	LUR20.Mar19	LUR20.Apr19	LUR20.Jul19_STR	LUR20.Aug19	LUR20.Sep19	LUR20.Oct19	LUR20.Nov19	LUR20.Dec19	LUR20.Jan20	LUR20.Feb20	LUR20.Mar20	LUR20.Apr20	LUR20.May20	LUR20.Jun20	LUR20.Jul20	LUR20.Aug20	LUR20.Sep20	LUR20.Oct20	LUR20.Nov20	LUR20.Dec20	LUR20.Jan21	LUR20.Feb21	classification
SWARM_1380	0	25	1	111	1	1	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	4	24	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	3	42	0	0	0	0	0	0	0	5	16	16	5	53	0	0	0	0	0	0	0	0	46	570	15	3	8	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	15	47	2	0	0	0	0	0	0	0	2	83	58	29	46	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae
SWARM_1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group
SWARM_2945	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	1	18	16	0	0	0	1	0	2	3	5	8	3	1	3	1	0	0	1	0	11	0	0	0	0	0	0	0	4	10	7	1	0	0	1	0	0	0	0	2	2	6	0	0	2	3	0	0	0	0	0	0	4	5	3	4	1	1	0	0	0	1	2	41	119	50	2	0	0	0	0	0	6	19	3	2	19	0	0	2	12	4	3	177	1	0	0	0	0	16	10	2	0	10	1	0	0	0	0	0	1	1	1	4	12	Main genome;Archaea;Archaea (superkingdom);Euryarchaea sensu lato superphylum;Thermoplasmatota;Thermoplasmata;Marine Group II
SWARM_264	1	126	54	708	177	28	13	31	2	4	2	0	75	2	1086	248	171	5	1	1	1	2	9	68	3	1	3	0	0	129	8	1	2	13	18	17	27	5	2	177	18	602	11	8	3	5	0	0	1	0	2	2	258	10	7	2	1	17	1	2	1	1	2	0	5	80	5	724	0	1	11	2	1	128	0	1	0	1	4	42	14	0	1	3	48	2	1	0	4	327	1	0	22	0	2	2	234	1	2	7	0	0	2	23	8	1	25	1	0	0	0	6	6	1	1420	6	30	12	3	5	3	0	2	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas
SWARM_1387	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	5	1	2	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	13	0	0	0	0	0	13	2	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	7	0	0	0	2	1	0	0	7	6	1	0	0	0	1	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade
SWARM_1389	0	0	0	0	7	0	0	0	0	1	0	0	0	0	11	47	112	1	1	2	0	0	0	0	3	0	55	36	4	0	0	0	0	0	0	70	36	3	4	0	0	0	0	0	0	62	90	36	1	7	0	0	0	0	0	2	0	8	0	0	0	1	0	0	0	0	0	0	0	2	16	8	0	0	1	0	0	0	33	49	19	0	2	0	0	0	0	0	2	263	1	0	0	0	1	0	7	26	46	2	0	6	0	0	7	99	110	85	23	4	0	0	0	1	0	0	0	1	233	1	5	0	6	Main genome;Archaea;Archaea (superkingdom);Euryarchaea sensu lato superphylum;Thermoplasmatota;Thermoplasmata;Marine Group II
SWARM_1421	8	0	0	0	0	0	1	0	7	1	1	0	0	0	0	4	13	36	21	5	0	2	0	0	0	0	1	8	33	65	13	83	5	0	0	0	4	5	5	43	5	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	3	10	7	0	3	0	7	0	0	0	0	2	0	0	8	36	3	2	1	0	0	1	4	40	17	8	2	1	2	0	0	1	0	7	29	9	39	19	168	0	8	16	9	10	11	4	296	0	0	1	1	0	1	0	6	3	0	1	1	0	0	0	1	9	3	10	1	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade
SWARM_5004	1	0	0	3	0	0	0	1	3	1	3	0	0	0	0	0	0	2	16	1	0	4	10	7	0	13	1	0	3	3	2	8	4	7	0	0	0	0	1	82	0	1	1	0	0	0	0	0	5	0	8	0	0	0	0	0	14	3	0	0	1	0	14	0	0	1	0	8	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	4	2	5	0	0	0	2	9	2	1	0	0	11	5	0	143	0	0	0	0	0	0	0	1	1	3	2	0	0	1	4	0	18	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetota;OM190
SWARM_4144	0	1	0	5	59	2	1	2	0	0	0	0	2	0	215	19	43	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	71	4	0	0	0	5	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesonia;Mesonia aquimarina
SWARM_4145	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	3	3	0	2	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	0	0	0	0	0	2	10	0	4	0	1	0	0	0	0	2	0	0	0	5	0	0	2	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SWARM_1426	1	1	111	191	79	16	3	0	0	0	0	0	23	2	8	2	56	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	20	349	14	1	0	0	0	0	0	0	0	0	0	74	1	3	0	0	0	0	0	0	0	0	1	19	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	19	0	0	0	2	1	0	0	0	0	0	0	13	0	0	0	0	0	2	20	4	0	1	0	0	2	0	0	1	2	6	62	32	25	23	5	0	1	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter
SWARM_1427	0	0	0	0	22	0	2	0	0	0	0	0	0	0	16	57	50	12	1	1	0	0	0	1	0	0	68	91	41	0	1	0	0	0	0	85	81	7	6	0	0	0	1	1	6	75	236	42	12	1	1	1	0	0	0	8	9	65	15	31	0	0	0	0	1	0	0	25	1	1	35	3	0	0	0	0	0	5	33	26	19	0	0	0	0	0	0	0	4	25	17	2	2	0	0	0	2	21	44	26	1	0	0	0	0	0	40	156	34	6	3	3	0	1	0	0	0	1	18	49	61	14	15	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Marinimicrobia (SAR406 clade)
SWARM_10	31	6	11	12	5	7	21	159	728	1305	400	27	9	28	35	73	132	811	2292	3160	1044	4751	94	81	37	67	0	176	554	3587	1326	3374	2426	2541	7	35	65	15	5033	3792	3669	1273	20	9	24	37	349	284	1148	550	1316	17	32	12	0	9	12	56	804	311	729	1178	5002	208	292	76	18	10	24	26	335	223	664	294	1553	253	25	21	205	360	1277	4041	2745	1735	2177	1025	379	157	28	181	348	3220	849	3369	1500	33	332	282	256	255	2416	2283	443	271	57	49	23	518	417	468	503	1095	1759	74	93	275	160	15	46	28	86	586	420	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
SWARM_4062	1	0	0	7	4	0	0	0	1	0	0	0	0	4	12	1	0	0	0	0	0	0	0	1	2	43	1	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	6	7	179	6	0	1	0	0	0	0	0	13	6	0	0	0	0	0	0	0	2	5	20	4	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	95	6	2	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rubripirellula
SWARM_12	4	0	0	0	2	1	0	1	1	1	0	2	0	0	0	0	4	9	2	0	0	0	0	0	0	0	0	6	5	13	0	0	0	27	0	0	0	5	8	0	34	0	0	0	0	40	24	5	0	8	0	0	3	0	0	0	0	0	8	0	5	6	77	49	22	5	17	0	4	8	93	134	2	5	0	1	1	3	44	1263	64	84	0	9	9	10	5	150	97	1583	9	0	0	4	6	16	6	42	126	9	4	0	8	45	0	8	0	32	51	16	8	43	0	4	0	5	34	2	371	0	0	7	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;Marinobacterium
SWARM_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0	0	0	32	0	0	0	0	0	0	0	0	53	4	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	2	0	0	49	0	0	0	16	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	34	0	31	0	2	0	97	4	0	3	0	0	0	0	80	0	4	0	0	2	0	17	15	0	0	0	43	0	0	1	2	0	0	345	6	2	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Pseudarcicella
SWARM_14	39	129	267	1407	689	77	142	83	55	23	106	183	28	176	863	914	705	607	389	481	384	892	1020	1217	2226	864	1983	1729	1531	1827	1037	207	601	535	1434	1064	2740	1220	381	502	1260	2143	960	887	2724	2065	2090	1828	1547	1206	807	60	2432	2424	2999	1697	1231	7966	1871	2259	186	36	388	81	78	702	903	63	136	126	725	1048	158	60	15	98	121	348	943	1280	1407	426	1235	316	687	873	1133	708	1996	1025	698	401	580	278	78	238	1458	3432	1643	1006	394	200	162	1093	1181	3452	2897	1641	1435	1169	819	883	679	100	2684	1668	2188	149	2134	3016	4430	2622	1199	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Pelagibacterales
SWARM_15	2	0	0	0	1	0	0	0	1	0	0	3	0	0	0	4	5	114	0	6	21	5	0	0	0	23	3	2	0	18	0	5	7	50	0	4	0	0	27	10	3	0	0	6	0	3	4	49	10	0	3	11	41	0	0	11	0	0	67	2	0	5	21	3	15	0	0	3	0	0	14	2	0	0	0	6	0	2	2	6	9	0	25	5	60	0	0	28	34	12	1	5	1	24	19	0	32	2	36	2	3	419	12	24	11	2	6	17	70	1	11	7	484	40	23	1714	41	12	8	81	103	0	3	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
SWARM_16	5	2	130	89	4	0	4	28	7	4	1	2	1	9	44	9	6	124	29	53	10	54	7	11	28	8	7	58	49	159	61	21	33	611	46	8	7	56	381	0	52	0	32	43	45	10	90	12	9	7	6	4	391	311	36	65	0	16	71	9	36	88	199	48	89	84	89	6	5	15	105	75	65	23	10	9	10	14	20	320	207	111	73	108	134	59	44	32	13	390	25	103	21	62	4	9	108	17	43	28	60	55	3	188	159	109	10	121	20	25	12	109	296	61	573	278	108	15	129	21	75	36	46	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella
SWARM_17	0	0	0	12	10	2	0	1	3	1	0	1	0	0	0	13	0	38	0	0	3	0	0	0	0	25	0	0	12	146	0	2	3	22	0	0	7	91	124	201	13	0	0	0	0	3	19	8	0	2	4	2	2	0	3	4	0	0	15	0	2	0	30	0	3	0	1	5	1	1	8	322	3	10	5	0	0	0	34	31	192	9	1142	3	3	0	5	113	33	164	24	45	10	30	125	0	141	128	30	14	0	125	39	20	8	0	12	81	42	5	26	12	18	19	6	8	44	11	8	15	29	8	64	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae
SWARM_18	237	6	5	12	40	101	13	31	179	245	120	52	5	7	65	144	270	2403	4992	1942	746	1394	133	4	11	64	116	89	173	4463	1141	5205	1463	1153	3	111	167	24	3044	2437	2757	567	2	10	16	71	724	1028	854	1840	660	736	23	0	0	28	21	74	535	613	112	328	671	91	28	266	57	66	35	49	104	79	38	72	311	57	25	128	300	429	501	2113	2349	1749	481	75	15	108	68	373	121	1983	2443	3490	2438	89	564	231	965	575	1404	3108	1796	19	14	72	50	1560	1052	484	1450	876	872	730	127	72	24	24	66	142	82	339	731	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae
SWARM_19	5	9	0	23	8	11	1	1	5	1	0	0	2	0	10	4	0	3	0	2	3	0	0	6	0	10	4	8	12	48	3	11	29	25	0	201	5	6	19	11	56	5	0	0	30	13	14	0	0	6	3	97	21	1	0	2	3	80	6	4	1	1	12	1	2	3	1	3	0	0	14	556	46	43	4	0	0	0	20	35	241	10	72	130	0	3	0	113	68	215	12	39	4	12	73	8	78	113	31	11	0	20	82	6	0	0	15	125	33	5	53	30	54	15	17	19	0	28	45	18	40	16	240	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
SWARM_4069	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	16	74	1	0	0	0	0	1	0	11	29	16	0	0	0	0	0	0	0	3	5	13	2	0	0	1	0	0	0	0	5	13	17	2	0	0	0	0	0	0	0	0	0	15	33	0	0	0	0	0	0	0	18	24	1	0	0	0	0	0	0	0	0	33	7	10	0	0	0	1	0	3	78	10	0	0	0	0	0	0	1	4	11	18	0	0	0	0	0	0	0	0	0	4	15	5	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadota;BD2-11 terrestrial group
SWARM_1548	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	55	6	5	0	1	2	2	10	3	22	13	114	229	88	4	19	5	0	0	0	17	7	0	0	0	0	0	0	0	1	25	35	6	0	6	5	0	0	1	0	2	79	198	7	50	0	0	0	1	0	0	0	0	0	3	51	2	1	0	0	0	0	1	23	14	16	1	0	0	27	8	0	5	11	46	45	3	15	2	0	0	7	6	5	2	0	0	0	0	0	0	12	12	0	1	6	1	3	0	0	0	0	0	25	151	145	27	7	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
SWARM_11743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Bdellovibrionota;Oligoflexia;0319-6G20
SWARM_4719	0	0	0	0	0	0	0	0	0	0	0	0	0	6	91	91	6	95	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	17	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
SWARM_6502	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	3	4	1	146	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	61	0	0	0	0	0	0	0	0	2	2	1	0	0	1	2	0	0	21	0	0	0	0	0	0	1	1	2	4	0	0	0	0	0	0	0	0	0	0	1	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavicella
SWARM_17923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
SWARM_17389	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Cyanobacteria;Cyanobacteriia;Unknown Cyanobacteriia order 1
SWARM_2018	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	11	2	2	1	0	74	0	1	0	0	3	0	7	10	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola
SWARM_753	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	11	28	6	0	0	0	0	0	0	0	0	175	592	51	0	0	0	0	0	3	37	169	11	12	0	0	0	0	2	19	23	712	342	61	14	1	7	0	0	0	0	27	113	37	38	0	0	0	0	0	0	0	0	2	1	8	1	0	0	0	0	0	0	2	19	11	0	0	1	0	0	0	0	3	1	42	6	4	0	0	0	0	2	129	26	0	0	0	1	0	0	12	395	135	50	12	0	0	3	0	0	0	2	25	193	79	66	8	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Dehalococcoidia;SAR202 clade
SWARM_3459	0	0	0	4	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	25	0	0	0	0	0	0	0	0	0	0	77	34	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	44	28	10	2	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	7	1	0	0	0	0	1	0	0	0	0	66	13	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Desulfobacterota;Desulfuromonadia;Bradymonadales
SWARM_4717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade
SWARM_548	0	0	0	0	58	4	4	1	0	0	0	0	1	2	54	191	29	30	5	37	2	0	0	2	45	71	224	232	176	20	28	10	0	0	32	258	120	14	37	0	0	0	0	6	17	129	77	56	119	68	0	4	0	1	3	68	111	636	52	111	3	2	2	0	0	9	2	3	5	2	103	34	0	0	0	0	6	6	128	23	133	5	0	0	0	6	17	72	332	136	81	23	34	2	0	12	24	46	89	37	19	2	2	1	5	15	134	44	46	105	74	2	1	2	2	0	3	12	237	323	370	79	25	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4 marine group
SWARM_223	1	15	18	38	165	45	81	21	14	3	10	17	35	16	103	833	167	177	138	76	37	262	259	182	218	137	360	717	1089	92	122	39	19	52	117	634	228	123	234	25	75	186	59	37	228	170	396	344	277	81	66	7	52	26	69	213	180	237	144	107	67	4	32	11	5	44	113	12	105	49	365	272	27	8	3	16	29	64	462	339	258	34	6	4	186	362	53	180	458	267	609	168	181	17	5	11	119	201	227	289	208	11	6	58	38	25	123	278	164	99	70	35	6	8	32	18	71	15	365	632	123	154	16	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Nisaeaceae;OM75 clade
SWARM_7368	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Coraliomargarita
SWARM_809	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	1	6	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	1	7	1	2	0	0	0	0	1	3	1	0	1	0	0	0	0	0	0	0	75	4	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	0	1	13	24	16	8	6	0	0	0	0	0	18	3	0	1	0	0	0	0	0	7	18	4	20	2	0	0	1	0	0	0	38	93	4	11	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae
SWARM_4148	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	9	16	11	1	5	2	0	0	0	0	0	65	43	33	2	6	0	0	0	0	4	23	4	2	0	0	0	0	0	0	3	2	2	0	4	0	3	0	0	0	0	2	13	2	14	1	0	0	0	0	0	0	0	1	1	12	18	2	1	0	0	0	0	15	20	27	8	0	0	0	0	0	2	1	7	15	4	9	1	0	0	4	2	9	7	0	0	0	0	2	0	1	0	0	1	0	1	0	1	0	0	0	0	0	7	3	7	3	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
SWARM_541	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	11	6	0	0	1	1	0	0	0	4	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus
