OTU	D2-May15	D2-Jun15	D2-Jul15	D2-Aug15	D2-Oct15	D2-Nov15	D2-Dec15	D2-Jan16	D2-Feb16	D2-Mar16	D2-Apr16	D2-May16	D2-Jun16	D2-Jul16	D2-Aug16	D2-Sep16	D2-Oct16	D2-Nov16	D2-Dec16	D2-Jan17	D2-Feb17	D2-Mar17	D2-Apr17	D2-May17	D2-Jun17	D2-Jul17	D2-Aug17	D2-Sep17	D2-Oct17	D2-Nov17	D2-Dec17	D2-Jan18	D2-Feb18	D2-Mar18	D2-Apr18	D2-May18	D2-Jun18	D2-Aug18	D2-Sep18	D2-Oct18	D2-Nov18	D2-Dec18	D2-Jan19	D2-Feb19	D2-Apr19	D2-May19	D2-Jun19	D2-Jul19_STR	D2-Aug19	D2-Sep19	D2-Oct19	D2-Nov19	D2-Dec19	D2-Jan20	D2-Feb20	D2-Apr20	D2-May20	D2-Jun20	D2-Jul20	D2-Aug20	D2-Sep20	D2-Oct20	D2-Nov20	D2-Dec20	D2-Jan21	D2-Feb21	LUR20-Feb15	LUR20-Mar15	LUR20-Apr15	LUR20-May15	LUR20-Jun15	LUR20-Jul15	LUR20-Aug15	LUR20-Sep15	LUR20-Oct15	LUR20-Nov15	LUR20-Jan16	LUR20-Feb16	LUR20-Mar16	LUR20-Abr16	LUR20-May16	LUR20-Jun16	LUR20-Jul16	LUR20-Aug16	LUR20-Sep16	LUR20-Nov16	LUR20-Dec16	LUR20-Jan17	LUR20-Feb17	LUR20-Mar17	LUR20-Apr17	LUR20_May17	LUR20-Jun17	LUR20-Jul17	LUR20-Aug17	LUR20-Sep17	LUR20-Oct17	LUR20-Nov17	LUR20-Jan18	LUR20-Feb18	LUR20-Mar18	LUR20-Apr18	LUR20-May18	LUR20-Jun18	LUR20-Jul18	LUR20-Aug18	LUR20-Sep18	LUR20-Oct18	LUR20-Nov18	LUR20-Feb19	LUR20-Mar19	LUR20-Apr19	LUR20-Jul19_STR	LUR20-Aug19	LUR20-Sep19	LUR20-Oct19	LUR20-Nov19	LUR20-Dec19	LUR20-Jan20	LUR20-Feb20	LUR20-Mar20	LUR20-Apr20	LUR20-May20	LUR20-Jun20	LUR20-Jul20	LUR20-Aug20	LUR20-Sep20	LUR20-Oct20	LUR20-Nov20	LUR20-Dec20	LUR20-Jan21	LUR20-Feb21	classification
SWARM_2537	0	2	0	0	0	0	0	0	0	0	0	0	56	0	4	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	28	230	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7
SWARM_1946	0	0	0	0	78	1	0	2	25	0	0	0	0	0	0	0	0	1	2	0	0	7	0	0	0	3	74	1	0	7	2	0	1	13	0	5	0	2	0	0	0	20	6	0	5	0	4	0	3	44	15	2	7	0	0	1	0	0	0	0	0	7	10	12	2	0	0	0	2	0	0	0	0	0	4	0	2	28	6	2	0	0	0	0	0	0	8	7	0	49	7	33	0	0	10	0	5	21	0	0	0	0	3	0	0	0	0	0	0	0	4	1	4	48	40	34	3	3	0	0	0	0	0	0	0	0	0	25	0	20	0	3	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1 X;Dino-Group-II-Clade-1 X sp.
SWARM_1945	0	0	1	0	0	1	0	0	0	0	15	1	0	0	2	0	0	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	67	2	0	0	0	3	0	0	1	36	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	43	0	0	7	0	0	0	3	0	0	0	0	62	82	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	5	3	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;MAST-12;MAST-12A;MAST-12A X;MAST-12A XX;MAST-12A XX sp.
SWARM_2644	0	0	0	0	54	0	0	0	2	0	0	2	0	0	0	0	1	5	0	0	0	7	0	0	0	0	0	0	0	2	2	3	0	1	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	37	33	11	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	16	1	5	1	0	0	0	0	0	0	0	10	20	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	31	7	3	1	0	0	0	0	0	0	0	0	0	0	3	1	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II
SWARM_1943	0	21	30	17	0	0	0	0	0	0	0	0	8	23	9	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	29	1	1	0	0	0	0	0	0	1	17	7	5	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	2	43	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	8	7	1	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas
SWARM_990	0	27	5	1	19	0	2	3	12	0	1	0	7	0	2	5	31	0	3	2	16	0	1	3	28	48	39	1	1	4	3	5	50	3	88	28	0	65	0	5	0	0	6	0	0	3	1	46	74	68	3	2	0	0	0	3	0	47	5	15	30	8	6	2	2	15	0	0	0	4	60	0	26	0	19	7	37	14	7	0	0	0	4	0	12	14	37	56	18	0	1	12	17	56	11	12	42	0	3	6	15	26	71	0	0	0	0	1	0	4	1	1	2	69	4	8	0	0	0	0	1	1	1	1	1	30	2	6	1	6	22	1	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae
SWARM_3831	0	2	1	0	0	0	0	0	1	0	0	51	2	6	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	3	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	5	0	0	7	0	4	0	0	0	1	0	1	0	0	0	13	1	0	0	0	0	0	0	0	0	1	0	3	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	Main genome;Eukaryota;Hacrobia;Haptophyta kingdom incertae sedis;Haptophyta;Haptophyta Clade HAP5;Haptophyta Clade HAP5 X;Haptophyta Clade HAP5 XX;Haptophyta Clade HAP5 XXX;Haptophyta Clade HAP5 XXX sp.
SWARM_221	180	93	1	1	205	177	12	22	22	3	25	35	84	65	7	1	45	210	45	14	48	36	21	55	209	578	159	56	50	47	81	39	7	44	0	12	0	17	0	182	389	176	105	54	24	72	383	154	261	301	397	112	34	22	2	134	138	338	1	0	50	268	12	151	10	51	29	8	22	254	32	0	14	167	75	87	38	16	5	10	46	116	12	9	70	214	8	114	29	28	9	16	179	234	3	35	140	0	24	20	0	15	0	0	0	0	0	6	54	108	29	30	116	173	43	171	72	42	9	3	1	6	47	62	2	0	69	161	31	48	3	23	Main genome;Eukaryota;Hacrobia;Katablepharidophyta kingdom incertae sedis;Katablepharidophyta;Katablepharidaceae class incertae sedis;Katablepharidaceae order incertae sedis;Katablepharidaceae;Katablepharidales;Katablepharidales XX;Katablepharidales XX sp.
SWARM_6321	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	17	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Main genome;Eukaryota;Amorphea;Choanoflagellida;Choanoflagellida (phylum);Choanoflagellatea;Choanoflagellatea X
SWARM_225	0	0	0	7	0	2255	1632	547	151	27	0	0	2	1	0	1	0	404	5	40	16	13	3	0	0	0	0	0	0	9	35	492	417	17	18	0	0	0	0	0	82	73	91	22	0	0	2	0	0	0	2	112	45	182	14	0	1	0	0	0	0	0	0	27	96	98	48	1	0	0	0	0	0	0	12	1124	1341	275	10	0	1	0	0	0	0	347	80	279	75	2	0	4	0	0	7	0	0	5	62	56	5	3	1	0	0	0	0	0	29	42	7	0	0	0	0	0	29	185	194	43	4	0	1	0	0	0	0	0	1	18	181	13	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon sp.
SWARM_809	0	0	20	0	3	59	0	3	15	0	0	0	0	2	33	47	52	29	4	60	3	10	3	30	0	4	5	38	0	42	5	5	3	17	0	0	0	26	0	27	47	2	0	23	5	2	0	0	10	54	9	32	2	5	0	0	2	0	2	25	9	9	3	1	3	2	20	20	6	24	0	9	60	3	34	44	0	37	6	1	13	0	5	64	88	78	0	136	9	9	0	0	3	64	14	14	106	2	5	1	4	0	0	0	0	3	0	0	6	64	1	0	0	3	40	3	18	5	1	13	0	4	0	2	3	31	18	6	12	1	4	4	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae X;Chrysophyceae Clade-C;Chrysophyceae Clade-C X
SWARM_6325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae X;Chrysophyceae Clade-H
SWARM_228	0	0	0	0	11	18	474	1224	156	72	3	0	0	0	0	0	0	21	0	0	0	0	0	1	0	24	0	0	4	0	0	1247	73	45	11	0	0	0	0	0	19	2	6	0	7	0	0	0	4	2	0	4	36	10	4	0	0	0	0	0	0	1	69	30	176	88	245	3	0	0	1	0	245	0	711	25	2426	311	487	23	0	0	0	0	0	18	6	14	0	1	1	0	0	13	0	0	0	0	830	64	34	87	3	0	0	0	0	0	4	9	0	0	0	0	0	0	10	19	125	60	30	0	1	0	0	0	0	3	106	15	528	25	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-16;Dino-Group-II-Clade-16 X;Dino-Group-II-Clade-16 X sp.
SWARM_935	0	0	0	0	0	0	7	0	4	9	12	0	0	0	0	0	0	0	3	9	19	3	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	3	9	0	3	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	4	4	0	33	0	0	19	13	3	5	20	0	0	0	0	0	24	16	10	2	79	0	14	0	0	0	4	0	52	0	0	0	3	0	2	0	0	0	0	0	1	26	1	7	0	3	0	4	5	1	0	1	0	0	0	3	0	0	11	0	2	1	1	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;MAST-12;MAST-12A;MAST-12A X;MAST-12A XX
SWARM_6328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Ansanella;Ansanella granifera
SWARM_542	1	0	2	0	0	1	85	1	6	63	16	0	5	0	14	0	21	1	1	52	2	0	22	3	0	0	0	4	0	155	108	1	2	2	0	0	0	1	0	146	48	234	5	0	2	13	15	0	0	285	95	625	463	104	3	22	0	9	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	75	29	6	6	3	14	3	0	0	35	0	0	0	1	2	0	0	151	88	4	0	3	0	0	5	0	0	0	0	14	4	74	1	0	31	23	68	458	159	14	7	0	4	0	2	0	1	0	5	22	4	1	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1 X;Dino-Group-II-Clade-1 X sp.
SWARM_2213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	43	35	2	0	0	0	0	0	0	1	46	96	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	19	28	0	10	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	0	0	0	6	2	9	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5 X
SWARM_544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	5	2	0	0	0	0	0	0	2494	6	0	0	0	0	0	0	0	1	1	1	0	42	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	156	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-22;Dino-Group-II-Clade-22 X
SWARM_546	0	0	0	0	0	41	3	0	1	0	0	0	0	4	0	2	1	57	5	0	0	0	0	4	42	421	93	268	9	28	23	26	34	9	6	2	0	29	0	8	20	39	18	2	1	13	67	163	74	3	6	23	7	7	0	0	0	0	0	0	0	17	3	15	11	5	3	0	0	5	5	0	0	0	3	8	9	0	0	0	0	0	0	0	0	36	7	12	1	0	0	2	17	275	476	73	4	0	3	4	0	0	5	6	67	17	2	5	4	5	0	0	99	101	2	14	6	10	6	0	0	0	0	1	0	0	3	14	5	5	12	0	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloroparvula
SWARM_3390	0	0	1	0	0	0	0	0	0	0	0	1	76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	13	41	0	0	0	1	0	0	0	0	2	0	0	64	28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-2;Dino-Group-II-Clade-2 X;Dino-Group-II-Clade-2 X sp.
SWARM_984	0	0	0	0	0	0	4	21	2	0	0	0	1	0	0	0	0	6	0	2	0	0	1	0	0	1	0	0	0	16	122	69	3	1	0	0	0	0	0	0	6	21	33	7	0	0	0	0	0	0	0	111	57	3	0	0	0	0	0	0	0	0	0	2	8	6	12	0	0	0	0	0	0	0	1	18	534	19	0	12	0	0	0	0	0	13	20	9	48	0	0	0	0	0	0	0	0	2	69	4	7	3	0	0	0	0	0	0	2	6	2	0	0	0	0	0	48	29	8	4	0	0	0	0	0	0	0	0	8	0	17	1	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11 X
SWARM_986	0	0	1	0	0	0	1	3	7	224	11	1	0	1	0	0	0	3	0	33	29	40	9	0	0	0	0	0	0	0	0	42	1	56	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	6	0	0	0	0	0	5	0	29	3	0	0	0	0	0	1	0	0	0	0	13	0	5	4	0	68	0	0	0	0	0	9	0	0	396	130	0	0	0	0	1	4	0	9	52	0	29	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	99	3	0	0	0	0	0	0	0	41	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11 X;Dino-Group-II-Clade-10-and-11 X sp.
SWARM_1248	40	0	0	0	0	0	0	0	0	0	0	19	7	0	0	0	0	2	0	0	0	0	0	248	11	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	40	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	5	0	1	0	0	0	5	9	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae X;Chrysophyceae Clade-H;Chrysophyceae Clade-H X;Chrysophyceae Clade-H X sp.
SWARM_2839	0	0	0	1	0	27	7	122	6	0	0	0	0	0	0	0	0	68	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	2	0	0	0	0	0	0	0	0	0	5	39	0	0	0	0	0	0	0	0	19	4	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1	1	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II
SWARM_7048	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-B
SWARM_2446	0	0	0	0	73	6	1	0	0	0	0	0	0	0	0	17	5	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	18	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	44	29	98	0	0	0	0	0	0	0	0	0	22	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	4	14	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;Bicoecea;Bicoecales;Bicoecaceae;Bicosoeca
SWARM_4782	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;MAST-12;MAST-12 X;MAST-12 XX
SWARM_3197	44	14	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pterospermaceae;Pterosperma;Pterosperma sp.
SWARM_4780	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	7	2	10	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	1	0	0	33	1	0	1	0	0	0	0	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida X;Chlorarachnida XX;Chlorarachnida XX sp.
SWARM_865	2	8	0	0	11	0	1	44	131	38	3	1	8	4	4	0	52	3	3	0	0	8	24	0	1	10	15	0	0	4	0	0	2	0	0	0	0	6	0	0	1	1	0	3	0	6	13	0	0	13	108	3	2	0	0	0	0	0	0	0	0	7	1	27	1	0	6	0	8	5	4	0	0	0	0	0	22	212	108	12	21	5	386	0	60	4	0	42	2	23	28	0	1	3	0	1	0	12	0	0	0	0	0	0	0	0	0	0	10	1	4	0	2	31	12	135	4	2	0	0	0	0	0	0	0	0	0	21	0	16	3	7	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3 X
SWARM_4786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	33	3	0	0	0	0	0	0	0	1	7	5	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	2	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	32	22	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	1	1	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11
SWARM_3193	0	0	0	0	0	8	3	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-8;Dino-Group-II-Clade-8 X;Dino-Group-II-Clade-8 X sp.
SWARM_3190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;CCW10-lineage
SWARM_2437	0	0	0	0	3	1	0	0	7	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	7	45	73	0	0	0	0	0	0	0	0	0	8	16	11	0	0	0	0	0	0	3	0	3	2	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	1	71	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	2	1	1	4	8	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-5
SWARM_2020	0	0	0	0	0	0	1	25	15	18	40	3	1	0	0	0	0	4	1	2	1	37	6	0	0	0	0	0	0	1	0	14	0	14	0	0	0	0	0	0	1	6	11	4	15	3	1	0	0	0	0	0	2	0	1	5	0	0	0	0	0	0	0	2	1	6	2	0	4	9	0	0	0	0	0	1	33	12	5	30	2	0	0	0	0	3	1	16	2	49	6	6	0	0	0	0	0	1	3	0	2	0	0	5	0	0	0	0	6	5	9	11	0	0	0	0	0	1	0	1	2	6	0	0	0	0	0	0	0	1	0	3	Main genome;Eukaryota;Hacrobia;Picozoa kingdom incertae sedis;Picozoa;Picozoa X;Picozoa XX;Picozoa XXX;Picozoa XXXX;Picozoa XXXX sp.
